 ra        dec       radius SpT   DM    PMra  PMdec    SPM    mem    memp   mem1
 49.75991  52.89309  3.9751 393   6.46  33.80   5.40   3.50   0.00   0.00   0.00
 49.81041  53.22574  4.2816 391   6.58  30.20  -5.60   3.50   0.00   0.00   0.00
 49.81309  52.47636  3.5723 410   6.63  18.70 -21.30   3.50   0.00   0.00   0.00
 49.85290  52.97060  4.0307 406   5.92  22.50  -5.20   3.50   0.00   0.02   0.00
 49.98453  52.86698  3.9080 405   4.50  12.00  12.00   3.50   0.01   0.02   0.01
 50.00444  53.55067  4.5625 402   5.91  24.60  12.60   3.50   0.00   0.00   0.00
 50.00881  44.67607  4.6001 402   5.82  -7.80 -19.40   3.70   0.00   0.01   0.00
 50.12138  45.09892  4.1708 405   6.01  -8.10 -13.10   3.60   0.00   0.00   0.00
 50.13462  45.44414  3.8355 408   6.46  20.40 -25.70   3.40   0.00   0.00   0.00
 50.27979  44.06580  5.1539 405   5.36  -4.10 -22.10   3.50   0.10   0.18   0.09
 50.28451  44.93193  4.3053 409   6.55  10.50 -13.00   3.60   0.00   0.00   0.00
 50.45842  45.53595  3.6893 409   6.01  29.60 -54.20   3.50   0.00   0.08   0.00
 50.55428  45.40547  3.8020 397   5.55  37.40 -10.10   3.40   1.02   1.54   0.82
 50.85082  44.90739  4.2569 406   6.02   7.20 -15.90   3.60   0.00   0.00   0.00
 50.91473  45.52594  3.6383 404   6.59  18.90 -21.50   3.40   0.00   0.00   0.00
 51.15390  44.50278  4.6352 396   6.59  23.60 -23.40   3.60   0.00   0.00   0.00
 51.29119  45.34026  3.7925 394   5.36  27.90 -36.70   3.60  10.78   8.55   6.59
 51.43927  44.21507  4.9096 409   6.65  25.40 -22.40   3.00   0.00   0.00   0.00
 51.57966  45.32579  3.7960 410   5.30  58.40 -39.70   3.00   9.91  14.63   8.92
 51.79560  44.52214  4.5980 391   5.08  10.10 -14.80   4.00   0.53   0.74   0.42
 51.80488  45.60584  3.5144 408   6.62  -7.60 -17.20   2.90   0.00   0.00   0.00
 51.90508  45.97191  3.1498 407   6.18  17.20 -21.80   3.40   0.00   0.01   0.00
 50.01069  46.49812  2.8701 406   6.10  21.50 -21.30   3.50   0.00   0.09   0.00
 50.27388  47.71453  1.7132 391   6.06  20.10  -8.60   3.40   0.00   0.11   0.00
 50.61569  46.22514  2.9938 410   6.14  34.80 -30.40   3.40   0.00   0.05   0.00
 50.65336  47.15301  2.0987 403   5.07  21.70 -30.90   3.40  44.27  12.71  13.37
 50.70068  46.29813  2.9088 406   6.69  17.30 -14.00   3.40   0.00   0.00   0.00
 50.81781  46.84173  2.3621 407   6.63  32.90 -11.70   3.40   0.00   0.00   0.00
 50.85906  47.36949  1.8483 397   6.69  21.40 -29.50   3.40   0.00   0.00   0.00
 50.90093  47.63870  1.5850 392   4.41  30.10  12.20   4.50   0.20   0.66   0.19
 50.98850  46.18353  2.9809 391   4.62 -14.90 -17.30   7.40   0.02   0.06   0.02
 51.25796  47.43800  1.7136 405   5.82  54.80 -27.70   3.40   1.12   6.67   1.10
 51.31482  47.18419  1.9575 404   3.79 -12.00 -17.30   3.40   0.00   0.00   0.00
 51.35077  46.98553  2.1511 393   4.08 -10.70 -12.20   3.40   0.00   0.00   0.00
 51.42207  47.31430  1.8189 404   6.49  15.60   4.30   3.40   0.00   0.00   0.00
 51.42411  46.03469  3.0931 393   5.63  27.60 -63.60   3.40   2.00   4.83   1.87
 51.43654  47.82952  1.3071 405   6.47  18.20 -16.10   3.40   0.00   0.00   0.00
 51.81703  46.74894  2.3715 398   4.42  51.10 -19.70   4.50   1.87   4.01   1.67
 51.84618  47.21198  1.9091 393   6.25  -9.80 -12.80   3.40   0.00   0.00   0.00
 51.89972  46.13879  2.9829 396   6.18  26.80   7.00   2.90   0.00   0.00   0.00
 50.16521  49.46036  1.0882 396   6.64 -10.70 -13.30   3.30   0.00   0.00   0.00
 50.22547  49.99676  1.3216 392   5.14   7.20 -42.10   3.30  52.72   9.49  17.99
 50.30677  48.90027  0.9718 393   5.55  28.00 -62.30   3.30  47.40  21.45  36.60
 50.37267  49.26698  0.9120 392   6.42  -9.00 -12.00   3.30   0.00   0.00   0.00
 50.38779  48.33177  1.1953 405   6.43   7.40 -14.90   3.30   0.00   0.00   0.00
 50.41904  48.60715  1.0147 402   6.04   8.20 -38.90   3.30   0.02   0.68   0.02
 50.42064  48.63541  0.9996 401   6.68  15.10 -14.00   3.30   0.00   0.00   0.00
 50.47850  49.48313  0.9051 391   5.27  27.50   4.00   4.40  30.24  12.57  18.51
 50.50036  48.39698  1.0961 393   5.60  21.00 -30.30   3.30  38.59  22.34  20.84
 50.51632  48.91921  0.8336 408   4.76  51.50 -40.10   3.30  31.12  34.21  28.59
 50.52674  49.07301  0.8023 391   5.07   9.50 -12.40   3.30  39.98   9.85  15.91
 50.54066  48.56735  0.9689 410   5.31  53.10 -16.70   3.30  71.87  10.34  30.66
 50.57348  48.09878  1.2837 410   6.64   6.70 -26.10   3.60   0.00   0.00   0.00
 50.63328  48.96120  0.7491 395   6.28   6.50 -14.20   3.50   0.00   0.01   0.00
 50.70327  49.31807  0.7118 391   5.10  19.70 -18.10   3.60  71.72   7.66  12.14
 50.84409  48.94637  0.6188 408   6.30  42.60 -23.30   3.50   0.00   0.05   0.00
 50.86218  48.35284  0.9651 409   5.05  -8.50 -16.90   3.50   9.57   7.79   7.50
 50.92740  49.17542  0.5409 403   5.70   9.40 -14.70   3.50   6.23  12.08   5.44
 50.95365  49.74514  0.8118 407   5.40   2.00 -39.20   3.50  49.16  10.00  17.70
 51.00157  48.86188  0.5548 395   4.44 -10.30 -14.40   3.50   0.73   1.79   0.66
 51.10458  48.80591  0.5275 403   5.16  19.60 -26.10   3.50  86.46   4.84   6.79
 51.24551  49.83757  0.7889 396   5.28  32.30 -21.70   3.30  84.32   4.51   8.30
 51.31463  48.18484  0.9784 402   6.09  -4.50 -19.00   3.50   0.00   0.05   0.00
 51.38297  48.50308  0.6626 395   5.26  25.20 -28.00   3.50  88.67   4.27   5.85
 51.58552  49.43249  0.3304 405   6.18   9.40 -32.20   3.50   0.00   0.26   0.00
 51.60031  49.29577  0.2011 398   5.86   9.20 -24.20   3.50   1.74  10.58   1.66
 51.75270  49.28898  0.1690 406   5.40  40.90 -51.50   4.50  93.24   2.99  12.58
 51.75374  48.42193  0.6981 396   5.70  -2.60 -19.70   3.50   2.24   5.05   2.05
 51.86652  49.43499  0.3240 399   6.38  15.30 -32.40   3.40   0.00   0.02   0.00
 49.98183  51.17362  2.3453 404   6.40  12.30 -28.80   3.40   0.00   0.00   0.00
 49.98420  51.77456  2.8827 391   5.08   4.20 -28.30   3.50   6.29   4.30   4.08
 50.06947  51.44848  2.5640 397   6.28  -2.10 -36.10   3.30   0.00   0.00   0.00
 50.07417  50.82686  2.0185 409   6.22  32.90  -4.40   3.30   0.00   0.01   0.00
 50.09891  51.00176  2.1596 391   6.41  -7.30 -22.90   3.30   0.00   0.00   0.00
 50.11752  50.43746  1.6872 403   4.92   5.50 -22.50   3.30  10.04   7.77   7.48
 50.13532  50.41611  1.6635 393   6.53  22.90 -21.40   4.50   0.00   0.00   0.00
 50.19342  51.42468  2.5101 397   6.23  23.20 -31.00   3.30   0.00   0.04   0.00
 50.22370  51.40548  2.4849 409   6.07 -13.50 -18.90   3.30   0.00   0.00   0.00
 50.23853  50.27081  1.5100 393   6.66  20.50 -30.30   3.30   0.00   0.00   0.00
 50.24981  51.41418  2.4864 406   5.24 -14.30 -22.30   3.30   1.32   1.78   1.14
 50.36706  51.48776  2.5270 391   6.60  -9.80 -25.50   3.30   0.00   0.00   0.00
 50.36908  50.61960  1.7438 394   5.45   4.00 -27.10   3.30  16.06   6.83   8.13
 50.37497  51.34718  2.3945 391   5.93  13.60 -16.60   3.30   0.03   0.31   0.02
 50.37862  50.97903  2.0570 392   6.43  23.60 -14.40   3.30   0.00   0.00   0.00
 50.39734  50.04846  1.2771 401   5.07  26.60 -37.50   3.30  74.90   6.95  13.97
 50.51840  51.77387  2.7672 393   4.52   3.20 -36.30   3.30   0.63   1.00   0.51
 50.52728  51.69800  2.6931 393   5.26  40.80 -20.30   3.30  30.01  11.18  15.52
 50.57010  51.60644  2.5978 405   5.12   2.10 -33.70   3.50   9.77   5.63   6.13
 50.58048  51.68946  2.6753 407   6.61  41.00 -10.80   4.60   0.00   0.00   0.00
 50.59486  51.13760  2.1491 406   6.68  19.30 -24.80   3.50   0.00   0.00   0.00
 50.72695  50.37003  1.4140 408   6.35  25.30 -51.10   3.50   0.00   0.01   0.00
 50.75861  51.19475  2.1697 402   6.27  37.70 -33.50   4.70   0.00   0.02   0.00
 50.83859  51.14906  2.1114 395   5.99  -4.40 -18.00   3.50   0.00   0.04   0.00
 50.87228  50.06171  1.1002 391   5.23  18.20   0.80   3.50  24.49   9.48  13.09
 50.92943  50.89733  1.8539 393   6.66  16.40 -15.20   3.50   0.00   0.00   0.00
 51.00393  50.44581  1.4106 406   5.07  -6.40 -27.70   3.50  12.72   7.71   8.96
 51.00517  50.45407  1.4181 403   5.72  -7.10 -25.70   3.50   0.52   1.51   0.49
 51.09696  50.55550  1.4960 404   5.31  -8.30 -14.10   3.50   5.79   4.54   4.37
 51.22324  50.24958  1.1799 400   6.66  20.50  -9.00   3.50   0.00   0.00   0.00
 51.25762  51.18932  2.0932 391   6.49  14.00  -5.70   3.50   0.00   0.00   0.00
 51.26361  50.34363  1.2634 398   6.04  -6.00 -17.20   3.50   0.00   0.05   0.00
 51.30882  51.46750  2.3643 391   6.35  17.70 -10.90   3.50   0.00   0.00   0.00
 51.33427  51.56728  2.4616 396   6.09  27.00   6.90   3.50   0.00   0.01   0.00
 51.33551  50.46393  1.3703 391   5.16  29.10  -3.10   3.50  34.07   9.65  15.62
 51.34001  50.19360  1.1059 393   5.66  13.90 -17.80   3.50   8.74  11.90   6.73
 51.35220  51.60557  2.4985 405   4.18   7.00 -15.60   3.50   0.00   0.03   0.00
 51.37295  51.45316  2.3456 407   6.29   1.80 -17.50   3.50   0.00   0.00   0.00
 51.38213  51.90657  2.7964 404   6.16   0.20 -26.00   3.50   0.00   0.00   0.00
 51.39169  51.40480  2.2962 405   4.81   9.00 -21.70   3.50   2.16   4.04   1.84
 51.40117  50.41340  1.3129 402   6.38 -10.00 -23.10   3.70   0.00   0.00   0.00
 51.44688  51.23549  2.1244 405   5.55  24.70   5.00   3.50   1.52   1.76   1.25
 51.46739  51.86707  2.7529 392   6.07  -0.20 -25.20   3.50   0.00   0.01   0.00
 51.50147  51.50588  2.3911 406   5.03  24.90 -17.90   3.50  20.30   9.80   9.53
 51.51209  50.00796  0.9013 397   5.39  32.10 -32.50   3.50  83.42   4.95   9.16
 51.57858  51.10471  1.9878 405   6.44  28.00 -47.30   3.50   0.00   0.00   0.00
 51.59094  50.94886  1.8317 402   5.77  14.10 -19.60   3.50   1.04   3.58   0.93
 51.64129  51.03740  1.9187 408   4.95   3.90 -25.40   3.50   9.20   6.59   6.60
 51.67066  51.01735  1.8980 405   5.94 -10.40 -28.50   3.40   0.00   0.08   0.00
 51.68182  51.19450  2.0750 403   3.88 -13.50  -9.80   3.40   0.00   0.00   0.00
 51.78070  50.08966  0.9699 405   6.41  -6.00 -19.20   3.40   0.00   0.00   0.00
 51.83771  51.83165  2.7122 402   4.39  11.30 -12.40   3.40   0.22   0.49   0.19
 51.85086  50.55209  1.4336 403   5.39  22.00   4.50   3.40  10.21   6.00   7.06
 51.95025  51.86430  2.7473 408   5.32  28.50  -6.90   4.50   9.93   5.32   5.92
 51.96140  51.53709  2.4209 403   6.52  11.70 -17.90   4.60   0.00   0.00   0.00
 49.98453  52.86698  3.9080 405   4.50  12.00  12.00   3.50   0.01   0.02   0.01
 50.00444  53.55067  4.5625 402   5.91  24.60  12.60   3.50   0.00   0.00   0.00
 50.01929  52.75836  3.7980 405   4.17 -11.50 -20.00   4.50   0.00   0.00   0.00
 50.03820  52.88514  3.9159 404   6.52  27.70 -22.80   3.30   0.00   0.00   0.00
 50.10750  52.98677  4.0020 402   6.45  31.80 -14.50   3.30   0.00   0.00   0.00
 50.12568  53.04649  4.0566 409   6.65 -10.70 -24.40   3.30   0.00   0.00   0.00
 50.14936  53.96052  4.9415 400   6.52  11.40 -51.80   4.40   0.00   0.00   0.00
 50.23781  52.78954  3.7909 409   6.52  -3.90 -14.90   3.30   0.00   0.00   0.00
 50.26224  53.47837  4.4563 400   5.68  -7.70 -22.80   3.40   0.01   0.04   0.01
 50.31254  52.19846  3.2103 401   5.99  -4.70 -14.90   4.40   0.00   0.01   0.00
 50.32501  53.17485  4.1520 405   6.01  13.00 -44.00   3.30   0.00   0.02   0.00
 50.44916  53.61225  4.5649 405   6.17   2.80 -16.80   3.60   0.00   0.00   0.00
 50.47643  53.13971  4.0982 409   6.58  15.00   7.70   4.50   0.00   0.00   0.00
 50.55652  52.56051  3.5220 396   6.42  14.20 -11.30   3.50   0.00   0.00   0.00
 50.56415  52.97347  3.9248 393   6.17  10.70 -11.30   3.50   0.00   0.00   0.00
 50.64028  53.73074  4.6622 405   6.11  34.10 -43.10   3.70   0.00   0.01   0.00
 50.66192  52.90855  3.8498 393   4.94  -5.40 -17.50   4.70   0.16   0.30   0.14
 50.69021  52.39004  3.3380 401   4.78 -11.00 -19.60   3.50   0.04   0.14   0.04
 50.71123  52.63638  3.5768 392   4.07  -8.00 -13.60   3.50   0.00   0.00   0.00
 50.72597  53.31704  4.2456 404   4.72  18.50 -23.60   3.50   0.21   0.78   0.18
 50.75030  52.22728  3.1711 400   6.38  37.00 -48.90   4.70   0.00   0.00   0.00
 50.77642  53.17959  4.1052 404   5.62  10.50 -14.20   3.50   0.15   0.33   0.13
 50.78160  53.61638  4.5367 409   4.58  10.50 -12.40   3.70   0.03   0.08   0.03
 50.89167  52.72382  3.6441 404   5.64  14.10  -5.70   3.50   0.14   0.30   0.12
 50.93464  52.91966  3.8341 396   5.04  10.10 -21.10   3.50   1.84   2.00   1.29
 50.98154  52.57381  3.4877 391   5.65  21.40 -26.20   3.50   1.34   3.87   1.05
 51.11121  52.90352  3.8048 394   6.49  22.20  -6.10   3.50   0.00   0.00   0.00
 51.13617  52.23042  3.1346 400   6.01   1.40 -15.40   3.50   0.00   0.01   0.00
 51.14405  52.43833  3.3403 392   5.52   8.30 -12.50   3.50   0.81   0.95   0.60
 51.15506  52.63384  3.5338 410   4.14  18.50   2.10   3.50   0.00   0.00   0.00
 51.20664  52.85414  3.7497 405   6.63  -2.10 -25.60   3.50   0.00   0.00   0.00
 51.25385  52.12669  3.0231 392   6.01   2.50 -27.00   3.50   0.00   0.03   0.00
 51.38044  53.39447  4.2807 395   5.85  54.50 -50.30   4.70   0.02   0.27   0.02
 51.44898  52.58330  3.4685 405   4.85  19.60   0.20   3.50   0.22   0.50   0.20
 51.48534  52.44862  3.3328 401   6.31  44.60 -12.70   3.50   0.00   0.00   0.00
 51.49377  52.72758  3.6112 408   6.22 -13.70 -11.70   3.50   0.00   0.00   0.00
 51.50903  53.09906  3.9819 396   5.13   9.80 -15.90   3.50   1.52   1.58   1.09
 51.61692  53.21489  4.0957 407   6.50  30.10 -11.40   3.50   0.00   0.00   0.00
 51.69183  52.61519  3.4954 397   6.20  34.40 -32.80   3.40   0.00   0.01   0.00
 51.72551  53.83049  4.7105 401   6.54   6.10 -20.90   3.50   0.00   0.00   0.00
 51.72891  53.33604  4.2161 396   6.57  13.90 -12.70   3.40   0.00   0.00   0.00
 51.81889  53.71708  4.5973 405   4.15  17.50 -12.60   3.50   0.00   0.00   0.00
 51.81962  52.84452  3.7248 402   5.41  11.40 -11.40   3.40   1.23   1.18   0.88
 51.95486  52.74123  3.6235 409   5.81  14.10 -31.20   3.50   0.09   0.51   0.09
 52.04455  53.92268  4.8062 404   4.43  -0.30 -15.20   3.70   0.01   0.02   0.01
 52.19086  45.45139  3.6808 407   5.68  21.10 -32.70   3.40   0.88   2.54   0.72
 52.21379  45.97024  3.1653 400   6.59  13.80 -35.40   2.90   0.00   0.00   0.00
 52.33235  45.48237  3.6590 405   5.28  51.40 -48.70   3.40  14.68  17.24  12.78
 52.34985  44.17272  4.9643 410   5.66  -0.20 -32.10   3.30   0.03   0.08   0.02
 52.44262  44.14581  4.9968 391   6.19  57.20 -42.80   4.40   0.00   0.00   0.00
 52.72587  44.59309  4.5757 396   6.63   7.20 -42.40   3.30   0.00   0.00   0.00
 52.81649  45.49710  3.6943 406   4.92  47.90 -20.50   4.60   2.74   4.61   2.41
 52.94434  44.11906  5.0676 396   5.09   0.50 -18.90   3.30   0.16   0.28   0.14
 53.02065  44.31646  4.8817 407   6.66   2.60 -27.00   2.80   0.00   0.00   0.00
 53.09123  45.13859  4.0845 392   5.11  15.10 -14.90   2.80   1.72   1.86   1.20
 53.12813  44.33674  4.8754 410   6.39  19.20 -34.00   3.30   0.00   0.00   0.00
 53.25942  44.42844  4.8038 395   5.49 -12.20 -12.20   3.30   0.01   0.04   0.01
 53.47963  45.42399  3.8776 391   4.14 -15.70 -35.90   4.70   0.00   0.00   0.00
 53.59221  45.48230  3.8459 395   6.50  17.30   1.80   3.30   0.00   0.00   0.00
 53.75736  45.70276  3.6770 409   5.60  22.50 -30.40   3.40   2.11   4.78   1.54
 53.83443  45.13832  4.2262 404   6.68  31.40  -2.40   2.80   0.00   0.00   0.00
 53.89368  45.34979  4.0410 396   4.84 -10.10 -11.20   3.70   0.02   0.06   0.02
 53.91164  45.24905  4.1399 409   6.49  42.30 -49.50   3.70   0.00   0.00   0.00
 52.04877  46.58281  2.5451 403   6.49  13.90 -30.40   2.90   0.00   0.00   0.00
 52.08991  47.51265  1.6232 402   6.19   2.20 -20.90   3.40   0.00   0.01   0.00
 52.09174  47.99224  1.1502 396   4.09  15.80  -7.50   3.40   0.00   0.02   0.00
 52.10310  46.34429  2.7858 391   5.16  16.70  -2.30   2.90   3.94   2.77   2.71
 52.30641  47.78180  1.3881 404   5.38  17.50 -35.70   3.40  62.30   8.93  13.45
 52.41103  46.38726  2.7686 391   5.68  29.40 -11.50   4.60   1.00   2.24   0.86
 52.44399  47.71855  1.4752 402   6.26  27.40 -40.50   3.40   0.00   0.05   0.00
 52.45291  46.02334  3.1327 391   5.69  -6.00 -44.90   2.90   0.13   0.39   0.12
 52.72565  47.93885  1.3463 396   6.61 -12.50 -30.90   4.60   0.00   0.00   0.00
 52.80699  47.30307  1.9486 392   5.81  44.30 -13.70   2.90   0.59   3.24   0.57
 52.82851  47.21802  2.0334 404   6.57  23.40 -35.50   2.90   0.00   0.00   0.00
 52.88633  46.17848  3.0394 396   5.79  45.10 -37.50   3.40   0.52   2.71   0.50
 52.90949  46.76997  2.4750 391   6.66  15.70   0.50   3.50   0.00   0.00   0.00
 52.99844  46.06656  3.1673 393   5.31   8.40 -18.00   2.90   4.69   3.16   2.93
 53.02568  47.28305  2.0241 408   6.03  56.50 -21.30   3.80   0.01   0.30   0.01
 53.05490  47.71938  1.6467 394   5.78   4.80 -18.30   3.50   0.40   1.74   0.38
 53.32367  46.20106  3.1052 397   6.68  -5.10 -23.20   2.90   0.00   0.00   0.00
 53.36044  46.45218  2.8787 405   6.12  21.70  -5.50   3.50   0.00   0.01   0.00
 53.39224  46.12382  3.1939 402   5.57  21.60 -32.40   2.90   5.12   7.39   3.39
 53.43878  47.27970  2.1571 409   4.40  19.60  -8.70   6.70   0.64   1.30   0.54
 53.46672  47.45479  2.0192 409   6.62  12.10 -21.30   3.50   0.00   0.00   0.00
 53.50739  46.67999  2.7094 391   5.26  -7.90 -21.00   3.50   2.10   1.90   1.61
 53.56236  46.25671  3.1121 403   6.13  28.80 -36.80   3.40   0.00   0.05   0.00
 53.57136  46.21259  3.1553 409   5.77  18.00 -13.60   3.40   0.14   0.55   0.12
 53.57643  46.97953  2.4640 398   6.52  17.30 -22.10   3.40   0.00   0.00   0.00
 53.59956  46.25260  3.1258 402   5.75  35.20 -12.00   3.40   0.27   1.05   0.25
 53.63070  46.93412  2.5217 393   5.86 -11.30 -11.80   3.40   0.00   0.03   0.00
 53.64055  46.65850  2.7686 399   6.50  12.50 -13.80   2.90   0.00   0.00   0.00
 53.81584  46.09449  3.3304 400   5.61  23.10 -30.20   2.90   3.07   6.53   2.23
 53.82891  46.97480  2.5558 397   6.33  35.10 -11.10   3.40   0.00   0.00   0.00
 53.88632  46.55707  2.9365 396   5.48  26.60  -1.80   3.50   2.10   1.89   1.54
 53.94661  46.36122  3.1290 391   6.55  19.20 -21.20   3.50   0.00   0.00   0.00
 52.05135  48.86908  0.3195 398   4.94  17.90 -14.90   3.50  55.96  14.41  26.28
 52.19524  48.13050  1.0323 395   6.14  38.40  -6.50   3.50   0.00   0.11   0.00
 52.19763  49.27446  0.3308 410   4.46  20.50 -27.90   3.40  35.08  25.65  20.82
 52.20878  49.10094  0.3009 399   5.33   4.20 -17.50   3.40  58.32   9.46  15.43
 52.35943  48.26160  0.9480 403   6.39  -0.50 -30.70   3.50   0.00   0.00   0.00
 52.36968  49.92523  0.9001 391   6.51  10.30 -19.20   3.50   0.00   0.00   0.00
 52.37898  48.87107  0.4819 405   5.34  18.20 -52.40   3.40  85.74   4.79  13.11
 52.43235  49.80152  0.8131 393   5.42  13.20 -15.40   3.00  47.15  10.05  14.62
 52.43732  48.04929  1.1632 407   5.55  28.70 -14.00   3.70  30.17  14.65  17.06
 52.55002  49.11439  0.5237 403   6.60  15.60 -10.30   3.40   0.00   0.00   0.00
 52.59368  48.41149  0.9007 395   5.45  16.00 -25.70   3.50  61.20  11.06  14.00
 52.59754  49.20795  0.5611 391   6.26 -11.30 -23.30   3.40   0.00   0.00   0.00
 52.74537  48.68971  0.7831 394   5.30  37.20 -10.30   4.50  71.46   6.93  14.10
 52.77527  48.82768  0.7337 393   6.32  14.90  -3.10   3.40   0.00   0.00   0.00
 52.78840  49.22843  0.6875 391   5.73  20.60 -28.70   3.40  19.03  31.46  15.33
 52.85586  48.01448  1.3257 394   4.96  17.60 -10.90   3.50  21.86  10.64  13.70
 52.87325  49.65846  0.9080 410   6.16  20.40 -23.60   3.40   0.00   0.59   0.00
 52.93933  49.71038  0.9732 391   4.97  38.00 -47.40   2.30  76.18   9.71  32.93
 52.96337  49.98271  1.1679 407   6.01  24.30 -17.40   3.40   0.07   1.52   0.07
 53.00019  48.04612  1.3554 393   6.11  12.30 -11.40   4.50   0.00   0.07   0.00
 53.04701  48.78842  0.9139 404   5.03 -15.40 -20.90   3.40   4.83   6.93   4.30
 53.05308  49.67425  1.0131 396   5.32  14.00 -15.50   3.40  52.22   8.92  12.99
 53.13351  49.64226  1.0411 407   5.19 -16.50 -31.10   3.40   8.80  10.75   7.70
 53.15763  49.35890  0.9496 400   6.15   4.60 -14.80   3.40   0.00   0.04   0.00
 53.15882  49.27998  0.9343 409   5.15  23.30 -14.00   3.40  65.79   7.78  13.11
 53.35065  48.76398  1.1100 395   6.17   7.80 -13.70   3.40   0.00   0.03   0.00
 53.45843  49.63332  1.2250 404   5.46  28.60 -51.20   3.40  66.89   9.77  23.50
 53.46001  48.92760  1.1377 407   6.12  46.00 -29.10   4.50   0.01   0.54   0.01
 53.47059  49.34257  1.1454 397   4.96  15.00  12.20   3.40   2.11   4.15   1.95
 53.54711  49.84065  1.3720 407   5.35  24.40 -28.40   3.40  71.12   9.98  11.43
 53.55241  48.87134  1.2084 396   6.64  17.70   0.90   3.40   0.00   0.00   0.00
 53.60926  48.26841  1.4937 403   6.53  10.30 -11.50   3.50   0.00   0.00   0.00
 53.64050  49.12033  1.2373 403   5.36  38.00 -19.10   3.40  68.45   7.44  13.24
 53.65055  49.74816  1.3864 399   5.76   9.20 -12.20   3.40   0.72   2.68   0.67
 53.74377  49.37828  1.3268 395   6.50  -5.90 -18.40   4.50   0.00   0.00   0.00
 53.82441  48.14679  1.6811 401   4.61  42.00 -35.20   2.90  11.40  14.37   9.02
 53.82684  49.80188  1.5123 393   6.38  16.50 -24.50   3.40   0.00   0.01   0.00
 53.85290  49.05995  1.3784 393   5.80   8.40 -31.10   3.40   1.12   4.96   1.05
 53.98868  48.40524  1.6396 410   6.68  12.30 -19.60   3.30   0.00   0.00   0.00
 52.07478  51.84868  2.7365 406   6.68  26.90   3.50   4.50   0.00   0.00   0.00
 52.09772  51.33275  2.2239 402   6.43  11.10 -10.90   3.40   0.00   0.00   0.00
 52.11822  51.85252  2.7425 396   5.50 -13.60 -10.90   3.40   0.17   0.29   0.15
 52.15234  51.42932  2.3236 407   4.76  19.80   1.00   3.40   0.37   1.09   0.34
 52.16961  51.86744  2.7604 403   5.35  19.30 -12.80   3.40   9.96   5.59   5.37
 52.18841  51.87410  2.7682 395   5.08  19.70  -5.40   3.40   5.08   3.50   3.41
 52.20150  51.46309  2.3608 403   3.88  25.80 -18.70   3.40   0.00   0.00   0.00
 52.21117  51.90719  2.8026 404   4.13  20.50 -37.00   3.40   0.00   0.05   0.00
 52.21744  50.91159  1.8166 403   6.64  29.90  -8.90   3.40   0.00   0.00   0.00
 52.22274  50.80158  1.7088 398   6.53  13.60 -36.20   3.40   0.00   0.00   0.00
 52.24091  51.87581  2.7734 410   6.53 -10.80 -23.30   3.40   0.00   0.00   0.00
 52.32487  51.99355  2.8966 398   6.28  19.90 -23.50   3.40   0.00   0.01   0.00
 52.43747  51.03292  1.9631 393   6.59  -7.00 -23.20   3.40   0.00   0.00   0.00
 52.44542  51.26929  2.1949 391   5.57   2.90 -16.90   3.40   2.04   2.12   1.56
 52.45696  51.35406  2.2793 398   6.02  22.90 -20.60   3.40   0.02   0.51   0.02
 52.46401  51.59020  2.5118 394   6.13   1.80 -21.80   3.40   0.00   0.01   0.00
 52.49342  50.25700  1.2345 406   6.25  23.70 -34.40   3.60   0.00   0.12   0.00
 52.51134  51.88678  2.8088 402   6.55  13.80 -14.60   3.40   0.00   0.00   0.00
 52.53532  51.71687  2.6446 410   6.38   7.20 -14.00   3.40   0.00   0.00   0.00
 52.55753  50.76691  1.7269 397   5.48  20.60 -16.90   3.40  24.73  10.93  10.88
 52.68219  51.97733  2.9180 399   6.40  -0.90 -26.20   3.40   0.00   0.00   0.00
 52.68580  50.75678  1.7440 391   6.15  50.10 -52.90   3.40   0.00   0.15   0.00
 52.73676  50.78488  1.7818 397   5.91   6.10 -15.80   3.40   0.03   0.40   0.03
 52.75433  50.71867  1.7245 403   6.56  39.90  -8.90   3.40   0.00   0.00   0.00
 52.78032  51.24511  2.2251 403   6.42  16.30 -14.90   3.40   0.00   0.00   0.00
 52.83095  50.01924  1.1402 400   6.42  23.00  -9.20   3.40   0.00   0.00   0.00
 52.84308  50.57852  1.6198 410   5.12  24.60 -29.80   3.40  66.29   9.79  11.81
 52.85130  50.20763  1.3004 408   5.02  14.60 -32.50   2.90  52.98  11.02  17.20
 53.08608  50.99742  2.0640 402   5.47  15.80   1.00   3.40   3.16   2.26   2.26
 53.12902  51.13566  2.2009 393   5.43   0.00 -26.30   3.40   7.05   3.81   4.22
 53.18823  50.08767  1.3435 399   5.87  25.80 -35.90   3.40   1.52   9.86   1.43
 53.24135  51.42673  2.4958 408   6.00  21.80 -18.00   3.40   0.01   0.30   0.01
 53.25326  51.18492  2.2784 392   6.48  15.00 -15.60   3.40   0.00   0.00   0.00
 53.27039  50.77097  1.9190 405   6.24   1.30 -16.60   3.40   0.00   0.00   0.00
 53.27073  51.22482  2.3191 410   5.04   6.40 -14.50   3.40   6.43   3.94   4.15
 53.27627  50.71751  1.8755 408   4.45  16.40   3.60   3.40   0.32   0.63   0.28
 53.28931  50.84525  1.9889 407   5.53  22.30 -24.10   3.40  22.67  17.13  11.54
 53.29150  50.19706  1.4682 409   4.96  39.20 -58.30   3.00  52.91  22.31  42.49
