 ra        dec       radius SpT   DM    PMra  PMdec    SPM    mem    memp   mem1
 53.29277  50.69964  1.8660 408   6.44  22.20 -30.30   3.40   0.00   0.00   0.00
 53.30916  51.97179  3.0188 405   6.14  30.10 -33.40   3.40   0.00   0.06   0.00
 53.31400  51.36795  2.4603 407   6.13   2.90 -17.80   3.40   0.00   0.01   0.00
 53.36940  51.65088  2.7332 406   6.11   7.30 -14.00   3.40   0.00   0.01   0.00
 53.50807  51.53791  2.6655 409   6.68  13.20  -7.20   3.40   0.00   0.00   0.00
 53.60551  50.84918  2.1007 403   5.33  -0.10 -20.50   3.40   9.15   4.21   5.12
 53.60925  51.86103  2.9851 408   5.31   1.60 -33.30   3.40   6.11   3.90   3.99
 53.62390  51.92421  3.0465 409   6.10  32.30 -30.10   3.40   0.00   0.10   0.00
 53.62676  51.93873  3.0605 391   6.61  21.20   8.70   4.60   0.00   0.00   0.00
 53.65938  50.78364  2.0680 393   5.96   3.00 -48.70   3.40   0.01   0.27   0.01
 53.66239  51.60134  2.7648 402   6.07  24.90 -14.50   3.40   0.00   0.06   0.00
 53.68044  51.62265  2.7889 402   6.67  12.60  -9.70   3.40   0.00   0.00   0.00
 53.75319  50.25258  1.7210 398   6.43   9.80 -18.20   3.40   0.00   0.00   0.00
 53.87016  50.16053  1.7226 405   6.59  11.20 -36.80   3.40   0.00   0.00   0.00
 53.90233  51.83405  3.0398 410   6.53   5.60 -18.30   3.40   0.00   0.00   0.00
 52.01056  52.34570  3.2299 406   6.60  35.60  -9.60   3.40   0.00   0.00   0.00
 52.04455  53.92268  4.8062 404   4.43  -0.30 -15.20   3.70   0.01   0.02   0.01
 52.08748  53.99324  4.8777 400   6.50  11.30 -13.90   3.70   0.00   0.00   0.00
 52.24726  53.66101  4.5516 396   6.55  47.10 -50.60   4.50   0.00   0.00   0.00
 52.34306  53.45857  4.3544 399   6.17  15.50 -12.30   3.40   0.00   0.00   0.00
 52.44565  53.30786  4.2104 394   6.59  24.60   1.50   3.40   0.00   0.00   0.00
 52.46108  53.71966  4.6209 391   6.17  30.30 -34.20   3.50   0.00   0.01   0.00
 52.60005  52.61478  3.5356 399   6.59  -6.60 -16.60   3.40   0.00   0.00   0.00
 52.60008  52.73268  3.6521 405   6.29  24.80 -25.70   3.40   0.00   0.00   0.00
 52.65303  52.43858  3.3673 396   6.39   6.40 -23.00   3.40   0.00   0.00   0.00
 52.66052  52.19262  3.1263 392   5.58  21.90 -20.80   3.40   3.30   5.23   2.23
 52.74329  53.11958  4.0478 406   4.61   1.20 -38.30   3.40   0.07   0.19   0.06
 52.76526  53.03124  3.9628 409   5.79  38.40 -60.00   3.40   0.10   0.67   0.10
 52.77078  52.26220  3.2080 396   5.25  16.50  -7.70   3.40   3.99   2.77   2.62
 52.77347  52.52306  3.4638 405   6.69   4.60 -16.40   3.40   0.00   0.00   0.00
 52.81477  53.45718  4.3879 407   5.92  13.90  -8.10   3.40   0.00   0.01   0.00
 52.88510  52.53030  3.4847 398   4.51  47.30 -25.70   2.00   0.95   1.82   0.81
 52.92083  53.67634  4.6143 404   4.57 -10.90 -12.20   2.20   0.00   0.01   0.00
 52.97972  52.95260  3.9097 405   6.64  13.40 -15.20   3.40   0.00   0.00   0.00
 53.10406  52.32264  3.3152 396   6.42   6.10 -19.00   3.40   0.00   0.00   0.00
 53.21408  53.78940  4.7574 396   4.46   8.70 -26.40   3.50   0.05   0.12   0.04
 53.22610  52.74624  3.7434 408   6.65  10.00  11.30   3.40   0.00   0.00   0.00
 53.23026  53.06615  4.0539 392   6.44  -5.10 -22.20   3.40   0.00   0.00   0.00
 53.24718  53.92216  4.8914 409   4.24  -8.90 -14.70   2.80   0.00   0.00   0.00
 53.32760  52.83951  3.8496 406   5.70  13.20 -45.40   4.50   0.26   0.84   0.24
 53.40373  53.75029  4.7433 410   6.20  17.30 -24.10   3.40   0.00   0.00   0.00
 53.40627  53.78722  4.7796 400   6.34  17.70 -21.90   3.40   0.00   0.00   0.00
 53.42963  53.12917  4.1451 397   6.65   7.30 -16.00   3.40   0.00   0.00   0.00
 53.62297  52.46989  3.5526 405   6.14  11.80 -11.20   3.40   0.00   0.00   0.00
 53.73244  53.39296  4.4490 403   6.22  12.80 -19.50   3.50   0.00   0.00   0.00
 53.75453  52.69445  3.7910 407   6.54  23.90 -26.60   3.40   0.00   0.00   0.00
 53.81442  52.22994  3.3736 402   5.23 -14.40 -14.30   3.40   0.24   0.44   0.22
 53.84098  52.73965  3.8517 407   5.26   7.00 -13.50   3.40   1.37   1.28   1.00
 53.94621  52.19984  3.3795 406   6.41   8.10 -37.50   3.40   0.00   0.00   0.00
 54.01859  53.23930  4.3573 401   5.98   2.40 -47.70   3.40   0.00   0.01   0.00
 54.14311  45.90801  3.5953 391   5.85   7.80 -42.90   3.50   0.02   0.21   0.02
 54.28826  45.82642  3.7131 403   6.57  13.50 -38.30   2.90   0.00   0.00   0.00
 54.35956  45.02108  4.4670 392   4.71  19.00 -45.80   2.80   0.16   0.62   0.14
 54.37363  45.01581  4.4757 393   6.20  18.30 -46.10   2.80   0.00   0.00   0.00
 54.69213  45.79114  3.8773 404   6.18  17.00 -10.20   3.50   0.00   0.00   0.00
 54.77573  44.90360  4.6931 405   6.54  -7.10 -41.60   3.30   0.00   0.00   0.00
 55.04422  44.89159  4.7869 401   6.53 -10.60 -12.30   3.30   0.00   0.00   0.00
 55.10941  45.79070  4.0295 393   5.45   2.60 -36.30   7.60   1.00   1.16   0.77
 55.17357  45.10985  4.6367 407   4.98  21.00 -32.30   3.30   1.70   2.52   1.18
 55.19373  45.88367  3.9848 394   6.13  13.50 -47.40   2.90   0.00   0.01   0.00
 55.30720  45.81522  4.0860 394   4.63  -2.70 -21.10   3.50   0.02   0.07   0.02
 55.46163  45.85075  4.1195 391   6.39   4.20 -14.50   4.60   0.00   0.00   0.00
 55.50888  44.93112  4.9090 403   4.88  48.70 -19.10   4.50   0.33   0.97   0.31
 55.68137  44.07948  5.7168 395   6.18   1.40 -40.60   3.30   0.00   0.00   0.00
 55.71820  45.98476  4.1222 391   5.70  14.50 -15.70   3.40   0.09   0.28   0.08
 55.77023  44.30625  5.5452 402   4.38  -7.70 -22.20   3.30   0.00   0.01   0.00
 55.78284  44.77072  5.1457 391   6.53  -3.40 -17.40   3.30   0.00   0.00   0.00
 55.89042  44.56290  5.3635 408   4.43 -12.90 -21.90   3.30   0.00   0.01   0.00
 55.96301  45.82103  4.3568 396   4.30   8.80 -15.30   3.40   0.01   0.03   0.01
 55.97385  44.94648  5.0683 397   5.43  -8.00 -16.10   3.30   0.04   0.07   0.03
 54.18351  46.53421  3.0583 395   6.27   9.90 -23.20   7.90   0.00   0.00   0.00
 54.24274  46.48082  3.1251 391   4.65  26.30  -5.50   2.90   0.22   0.55   0.19
 54.30682  46.49940  3.1326 392   4.95  16.70 -15.00   2.90   2.87   3.11   2.04
 54.34471  47.01513  2.7267 391   5.77  -0.50 -32.40   2.90   0.12   0.52   0.11
 54.34688  46.46302  3.1781 409   4.96  20.60 -17.50   2.90   4.42   4.34   2.81
 54.35257  47.25128  2.5498 395   6.22  20.70  -1.50   2.90   0.00   0.00   0.00
 54.36462  47.56220  2.3337 397   5.57  26.80 -21.10   3.60  11.54  11.52   7.02
 54.45149  46.60915  3.0962 402   6.36 -11.30 -30.20   2.90   0.00   0.00   0.00
 54.76312  47.41534  2.6319 401   5.87  21.40 -53.50   2.90   0.13   1.24   0.13
 54.77134  47.08357  2.8663 405   4.34  29.50 -38.00   3.50   0.76   2.14   0.65
 54.77746  47.71069  2.4540 391   5.11 -11.00 -11.40   2.90   0.87   1.25   0.76
 54.88054  46.47355  3.3796 403   5.84   8.40 -52.50   3.50   0.03   0.28   0.03
 55.04089  46.18820  3.6747 398   6.29  -6.40 -15.20   3.50   0.00   0.00   0.00
 55.11501  47.32389  2.8722 400   5.96  22.00 -31.50   2.90   0.04   0.75   0.04
 55.24146  47.84332  2.6427 403   6.04  15.10  -5.30   2.90   0.00   0.02   0.00
 55.29416  46.54062  3.5084 393   5.83  18.70 -27.70   2.90   0.11   0.93   0.10
 55.48393  47.33956  3.0583 402   5.74  49.10 -34.20   3.40   0.93   3.45   0.89
 55.66092  46.41187  3.7732 409   4.08  15.30  -7.50   2.90   0.00   0.00   0.00
 55.77135  46.15078  4.0187 391   5.71   5.30 -15.80   3.40   0.04   0.14   0.04
 55.80089  47.40794  3.1936 401   6.25  17.90   7.80   3.40   0.00   0.00   0.00
 55.84583  47.46766  3.1862 405   4.45  19.80  -1.20   3.40   0.12   0.23   0.10
 55.85422  47.31185  3.2777 401   6.48 -15.50 -16.20   2.90   0.00   0.00   0.00
 55.93282  47.12635  3.4300 396   4.87  -2.40 -27.30   2.90   0.36   0.72   0.32
 54.04560  48.88260  1.5245 396   6.42   8.00 -14.30   3.40   0.00   0.00   0.00
 54.11777  48.78952  1.5895 408   5.84  19.70  11.80   3.40   0.02   0.16   0.02
 54.12547  49.75778  1.6711 409   5.11   9.70 -14.50   3.40  22.36   7.44   9.93
 54.13273  48.73519  1.6120 402   6.66   9.50 -21.40   3.40   0.00   0.00   0.00
 54.15237  49.96929  1.7750 409   5.21  35.90  -7.00   3.40  34.75  10.07  15.73
 54.15544  49.17694  1.5744 403   4.91  14.80  -7.00   3.40   7.48   6.54   5.90
 54.25666  48.22270  1.8828 405   5.51  20.90 -29.10   3.50  31.08  17.95  13.90
 54.34639  48.34642  1.8790 391   6.60  10.20 -13.40   3.40   0.00   0.00   0.00
 54.38919  49.62044  1.7898 404   6.53  26.90 -38.40   3.50   0.00   0.00   0.00
 54.52295  48.55386  1.9108 394   6.66  -9.80 -20.40   3.40   0.00   0.00   0.00
 54.55073  49.30533  1.8388 401   6.11  -6.00 -20.90   2.90   0.00   0.01   0.00
 54.56414  49.57176  1.8881 399   5.59  -2.40 -18.90   2.80   1.67   1.91   1.35
 54.68088  48.04043  2.2190 391   5.29  18.90 -28.30   2.90  41.77  13.75  12.70
 54.70504  48.14539  2.1824 410   5.99  18.60 -30.60   2.90   0.04   1.01   0.04
 54.78253  48.97549  1.9927 403   6.52  12.50 -16.50   3.50   0.00   0.00   0.00
 54.79372  49.19712  1.9919 402   6.47 -11.30 -10.60   2.90   0.00   0.00   0.00
 54.84867  48.97763  2.0358 403   5.95  53.90 -30.80   4.70   0.07   1.35   0.07
 54.86451  48.39881  2.1759 407   5.32  10.90 -11.30   2.90  11.84   4.99   5.98
 54.92417  48.42534  2.2041 408   5.41  32.90 -24.30   2.90  38.00  12.09  14.03
 55.00334  49.28022  2.1317 392   5.80 -10.00 -25.00   3.00   0.04   0.22   0.04
 55.03753  48.47577  2.2591 398   4.00   0.30 -24.90   3.50   0.00   0.00   0.00
 55.08142  49.66751  2.2361 405   5.87  22.00   2.90   2.90   0.02   0.17   0.02
 55.09842  48.77816  2.2252 391   6.16 -15.50 -23.10   3.40   0.00   0.00   0.00
 55.10435  49.14412  2.1948 391   6.04  -6.70 -40.50   3.00   0.00   0.03   0.00
 55.35945  49.76105  2.4327 394   6.03  18.80   6.00   3.80   0.00   0.01   0.00
 55.44857  49.81371  2.5015 398   6.54  15.60  -5.90   2.90   0.00   0.00   0.00
 55.46412  48.72028  2.4728 395   6.36  27.10 -23.60   3.40   0.00   0.00   0.00
 55.46937  49.91152  2.5408 395   6.12  -9.50 -19.70   2.90   0.00   0.00   0.00
 55.48268  49.97141  2.5669 398   6.44  19.70  -8.70   2.90   0.00   0.00   0.00
 55.48298  49.20629  2.4423 406   6.68  -1.40 -43.30   2.90   0.00   0.00   0.00
 55.54928  48.02572  2.7413 400   4.43  11.90 -29.60   3.50   0.89   1.59   0.67
 55.59846  48.28019  2.6749 401   4.93  11.30 -11.30   3.50   2.36   2.56   1.85
 55.63578  48.92261  2.5556 391   5.91  15.20  -7.30   3.00   0.01   0.15   0.01
 55.65138  48.59557  2.6195 407   4.13  28.50   6.50   3.40   0.00   0.00   0.00
 55.66486  48.60440  2.6263 394   6.57  17.80 -24.90   3.40   0.00   0.00   0.00
 55.68901  49.83375  2.6567 394   5.51  14.30   7.20   3.00   0.46   0.61   0.39
 55.80819  48.74316  2.6922 391   6.17  22.10   4.30   2.90   0.00   0.00   0.00
 55.86897  49.01290  2.7005 394   6.05  12.20 -12.30   6.40   0.00   0.03   0.00
 55.86976  48.92324  2.7084 410   6.59  -5.80 -44.30   2.90   0.00   0.00   0.00
 55.92311  49.39656  2.7372 391   6.02  14.60  -4.00   2.90   0.00   0.02   0.00
 55.99430  49.54167  2.7975 393   5.95  20.40 -23.30   3.00   0.03   0.65   0.03
 54.05046  51.31088  2.6392 396   6.60  48.40 -21.80   4.50   0.00   0.00   0.00
 54.06559  50.40580  1.9723 394   6.41  26.90 -15.30   3.40   0.00   0.00   0.00
 54.12161  51.75807  3.0395 408   6.30  -2.30 -42.60   3.40   0.00   0.00   0.00
 54.27727  51.93794  3.2433 407   6.58   4.20 -21.60   4.50   0.00   0.00   0.00
 54.33698  51.45776  2.8627 394   6.68  10.30 -19.80   3.40   0.00   0.00   0.00
 54.54298  50.27397  2.1435 392   5.28  23.30 -27.20   3.50  49.12  14.31  13.59
 54.55300  51.73251  3.1640 410   6.37  16.80 -38.10   3.50   0.00   0.00   0.00
 54.58839  50.18100  2.1218 409   4.76  13.40   7.40   3.50   0.15   0.53   0.14
 54.66269  51.01794  2.6637 409   5.82 -14.20 -28.90   4.00   0.01   0.06   0.01
 54.71607  51.13729  2.7717 401   6.69  13.90  -9.10   3.50   0.00   0.00   0.00
 54.73553  51.50512  3.0529 394   6.02  38.80 -13.40   3.40   0.00   0.08   0.00
 54.75403  50.25573  2.2507 391   6.47  22.60  -0.40   3.40   0.00   0.00   0.00
 54.77901  50.71650  2.5201 402   6.08 -12.30 -12.00   3.40   0.00   0.00   0.00
 54.78742  51.04859  2.7415 405   6.22  11.60 -63.50   3.40   0.00   0.00   0.00
 54.79324  51.74397  3.2618 403   4.76   5.50 -16.00   3.40   0.18   0.54   0.16
 54.82574  51.52495  3.1043 404   5.95  15.10 -10.30   3.40   0.00   0.06   0.00
 55.01466  51.55905  3.2072 410   6.68  31.60 -17.00   3.40   0.00   0.00   0.00
 55.01753  51.34837  3.0546 399   5.79  12.20 -30.00   3.40   0.21   0.95   0.20
 55.11832  51.07358  2.9124 398   5.85  30.50 -27.00   3.40   0.27   1.87   0.25
 55.16202  51.72252  3.3903 393   5.23  23.40 -19.20   3.40  10.90   7.57   5.48
 55.16853  50.48953  2.5964 407   6.64  25.30  -5.20   3.40   0.00   0.00   0.00
 55.19941  51.38216  3.1588 402   6.28  23.60   6.60   3.40   0.00   0.00   0.00
 55.23465  50.17350  2.4898 399   6.10  -9.40 -32.80   4.60   0.00   0.01   0.00
 55.32904  51.55712  3.3395 403   6.08  16.80 -28.40   3.40   0.00   0.06   0.00
 55.42300  50.66821  2.8271 404   6.38  20.60 -30.70   3.40   0.00   0.00   0.00
 55.43011  50.53600  2.7637 400   5.91  16.20   1.80   4.60   0.00   0.05   0.00
 55.46620  50.33818  2.6930 402   6.30  -2.50 -16.70   3.40   0.00   0.00   0.00
 55.47469  50.33490  2.6964 405   5.61  15.50  -9.60   3.40   1.10   1.65   0.88
 55.58300  51.64037  3.5100 410   6.07  20.50 -11.60   3.40   0.00   0.01   0.00
 55.64435  50.26632  2.7673 391   5.56  23.10 -29.20   3.40   9.36  12.44   5.85
 55.67784  51.18484  3.2546 391   6.30  21.10  10.70   3.40   0.00   0.00   0.00
 55.69217  50.40951  2.8537 402   4.14   9.60 -20.20   3.40   0.00   0.01   0.00
 55.77929  50.15420  2.8065 398   6.20  27.60 -41.80   2.90   0.00   0.02   0.00
 55.79465  51.29919  3.3828 391   6.28  -2.10 -21.00   3.40   0.00   0.00   0.00
 55.85865  50.67542  3.0692 397   5.09  40.90 -28.00   2.20  22.57  12.14  14.05
 55.86573  50.62688  3.0500 405   5.07  16.40 -29.30   2.20  13.30   8.26   6.48
 55.90709  51.75339  3.7332 396   6.56  -7.80 -26.10   3.40   0.00   0.00   0.00
 54.01859  53.23930  4.3573 401   5.98   2.40 -47.70   3.40   0.00   0.01   0.00
 54.03872  52.89248  4.0375 409   6.47  45.30 -24.80   3.40   0.00   0.00   0.00
 54.06694  52.74786  3.9102 393   6.28  10.80 -18.50   3.40   0.00   0.00   0.00
 54.08360  53.00712  4.1540 410   4.80  38.60 -19.40   3.40   0.48   1.44   0.43
 54.23166  53.55462  4.6971 405   6.41  11.50 -11.50   3.40   0.00   0.00   0.00
 54.28527  52.30425  3.5655 408   6.19  21.50 -11.00   3.40   0.00   0.00   0.00
 54.30467  52.07904  3.3737 395   6.65 -10.50 -26.30   4.60   0.00   0.00   0.00
 54.30670  52.08024  3.3754 410   4.00  26.10  10.90   3.40   0.00   0.00   0.00
 54.32389  53.47926  4.6460 398   6.16  10.00 -18.10   3.40   0.00   0.00   0.00
 54.44077  53.22702  4.4392 407   5.76  11.00 -18.00   3.50   0.02   0.10   0.02
 54.46081  53.76517  4.9420 408   6.24  29.10 -33.80   3.50   0.00   0.00   0.00
 54.52916  53.81804  5.0059 397   6.59  41.10 -38.80   4.70   0.00   0.00   0.00
 54.57372  52.61056  3.9185 407   6.15  41.20 -31.70   3.50   0.00   0.01   0.00
 54.65278  53.01645  4.3014 391   6.33  -3.50 -32.30   3.50   0.00   0.00   0.00
 54.66235  52.21670  3.6044 395   6.61  16.10  12.90   3.50   0.00   0.00   0.00
 54.79887  53.82260  5.0704 403   6.09  33.50 -61.60   3.60   0.00   0.00   0.00
 54.80141  52.08009  3.5367 399   3.77  17.70   8.70   3.40   0.00   0.00   0.00
 54.81128  52.59327  3.9738 408   5.60  12.10  -9.60   3.40   0.17   0.33   0.14
 54.82245  52.61489  3.9959 403   6.44  40.60 -46.90   3.40   0.00   0.00   0.00
 54.88007  53.28465  4.6022 408   5.96  46.20 -44.50   3.40   0.00   0.06   0.00
 55.02112  52.44646  3.9160 391   6.53  20.50 -12.80   3.40   0.00   0.00   0.00
 55.04533  52.05885  3.6066 399   5.55  14.00  -5.80   3.40   0.38   0.54   0.30
 55.09356  52.07643  3.6385 410   6.46  12.70  -9.30   3.40   0.00   0.00   0.00
 55.17094  52.32554  3.8676 407   5.43  -6.60 -14.30   3.40   0.19   0.26   0.16
 55.17134  52.91668  4.3631 410   5.40  36.40 -18.20   3.50   2.59   3.02   1.91
 55.17164  53.11218  4.5321 407   6.43  16.00 -32.20   3.50   0.00   0.00   0.00
 55.22266  53.53979  4.9223 410   5.90  13.90 -16.90   3.50   0.00   0.02   0.00
 55.28274  53.46866  4.8761 410   6.23  -4.50 -19.30   3.50   0.00   0.00   0.00
 55.32260  53.82396  5.2022 410   6.05  -3.20 -31.40   3.40   0.00   0.00   0.00
 55.40021  53.94967  5.3350 404   6.49  29.80 -19.70   3.50   0.00   0.00   0.00
 55.42477  53.75937  5.1724 403   6.61   5.30 -20.20   3.40   0.00   0.00   0.00
 55.43301  53.74117  5.1585 407   6.41  -2.90 -15.90   3.40   0.00   0.00   0.00
 55.46860  53.85930  5.2729 404   6.23  -3.10 -16.70   3.50   0.00   0.00   0.00
 55.54910  52.10356  3.8347 394   4.36   9.00 -19.90   3.50   0.05   0.14   0.04
 55.72532  52.25149  4.0174 407   6.57  23.40 -44.10   3.50   0.00   0.00   0.00
 55.74969  52.69653  4.3749 391   6.54  15.10   3.90   3.40   0.00   0.00   0.00
 55.76426  52.22538  4.0131 410   6.60  22.30 -20.10   3.50   0.00   0.00   0.00
 55.76709  52.55557  4.2693 410   6.50   1.70 -23.00   3.40   0.00   0.00   0.00
 55.76962  53.80515  5.3104 406   5.84  30.40 -37.90   3.40   0.01   0.10   0.01
 55.81072  52.15818  3.9815 404   6.04  30.90 -33.10   3.50   0.00   0.07   0.00
 55.81414  53.67569  5.2118 392   6.40  17.90 -23.80   3.50   0.00   0.00   0.00
 55.84946  52.69935  4.4136 398   4.94  28.90   4.60   3.40   0.12   0.28   0.11
 55.90477  52.04366  3.9367 409   6.21  18.40   9.10   3.40   0.00   0.00   0.00
 55.93428  52.06034  3.9613 406   5.69  31.20 -32.30   3.40   0.67   1.87   0.57
 55.96083  53.92366  5.4694 397   4.89  28.20 -34.40   3.60   0.35   0.88   0.28
 55.99084  52.60534  4.3930 406   4.04   8.90 -18.20   3.40   0.00   0.00   0.00
 56.00161  53.70598  5.2952 393   5.92  27.60  -9.30   3.50   0.00   0.01   0.00
 56.03873  53.81497  5.3996 397   6.66   8.80 -14.30   3.50   0.00   0.00   0.00
 56.03540  44.14832  5.7750 398   4.36  17.80 -32.50   3.30   0.01   0.05   0.01
 56.08277  45.17497  4.9223 405   5.81  41.00 -60.70   4.40   0.02   0.17   0.02
 56.33503  45.81216  4.5315 397   4.07   0.80 -15.10   3.40   0.00   0.00   0.00
 56.34392  45.53543  4.7463 397   5.11  39.80 -18.90   3.30   2.05   2.85   1.64
 56.44292  45.02590  5.1918 396   5.45  27.00 -42.20   3.30   1.13   1.87   0.91
 56.63203  44.84032  5.4206 403   6.41  38.00 -41.50   3.30   0.00   0.00   0.00
 56.72041  44.78213  5.5046 400   5.84  18.70 -14.80   3.30   0.00   0.02   0.00
 56.81103  45.64062  4.8816 406   5.97  30.90 -37.10   3.40   0.00   0.04   0.00
 56.81124  45.98448  4.6349 409   5.35  12.80 -39.40   3.40   1.82   2.29   1.37
 56.81572  45.68930  4.8482 407   5.97  19.30 -34.80   3.40   0.00   0.04   0.00
 56.84837  45.22457  5.2117 408   5.61  55.50 -41.20   4.40   0.23   0.82   0.22
 57.11508  44.59595  5.8215 409   5.80  20.20 -39.10   3.30   0.01   0.06   0.01
 57.17895  44.34482  6.0504 400   4.39  18.20   3.60   3.30   0.00   0.00   0.00
 57.41117  45.60389  5.2000 394   6.22  -5.90 -27.80   3.40   0.00   0.00   0.00
 57.50049  44.09677  6.3866 398   5.75  18.60 -26.10   3.30   0.01   0.06   0.01
 57.91806  45.08758  5.8177 405   5.90  27.60 -10.90   3.30   0.00   0.01   0.00
 56.11406  47.15721  3.5111 391   5.86  16.40   1.10   3.40   0.00   0.03   0.00
 56.11496  46.29358  4.0750 399   5.51   3.80 -30.90   3.40   0.60   0.83   0.46
 56.11750  46.01645  4.2783 400   6.06   1.50 -16.80   4.60   0.00   0.00   0.00
 56.14184  46.37391  4.0313 402   4.41  26.30 -58.90   3.40   0.23   0.73   0.21
 56.15789  46.14412  4.2033 398   6.66  17.50 -23.40   3.40   0.00   0.00   0.00
 56.16190  46.94250  3.6659 410   5.99  33.90 -47.50   3.40   0.01   0.14   0.01
 56.34772  47.94252  3.2637 409   6.22  -9.30 -36.10   3.40   0.00   0.00   0.00
 56.37603  46.27234  4.2180 398   6.07  16.60  -7.10   3.40   0.00   0.00   0.00
 56.40666  46.79112  3.8910 398   5.99  18.90 -10.20   2.90   0.00   0.02   0.00
 56.40947  46.93941  3.8021 397   6.53  20.50 -32.20   2.90   0.00   0.00   0.00
 56.63722  46.28171  4.3428 392   5.74  43.10 -29.40   3.40   0.16   0.72   0.15
 56.74927  46.02591  4.5752 397   4.82   6.10 -15.20   3.40   0.06   0.17   0.05
 56.79014  47.80656  3.5901 405   5.03  22.00 -20.10   3.50   5.38   4.79   3.09
 56.84358  47.28410  3.8584 398   4.38  22.70  -4.40   2.90   0.04   0.11   0.04
 56.94658  46.08345  4.6347 395   6.28   5.50 -14.40   3.40   0.00   0.00   0.00
 56.95454  47.21016  3.9608 397   5.87   4.20 -50.70   3.40   0.01   0.07   0.01
 57.04829  46.73452  4.2757 406   6.11 -11.40  -9.90   3.40   0.00   0.00   0.00
 57.14916  47.80037  3.8148 397   4.87  17.10  -9.50   3.40   0.38   0.77   0.33
